datetime,pm1,pm25
2022-02-11 22:00:00+00:00,0.0,0.77
2022-02-12 13:00:00+00:00,0.0,0.06
2022-02-13 13:00:00+00:00,0.0,0.47
2022-02-13 14:00:00+00:00,0.0,0.14
2022-02-13 15:00:00+00:00,0.0,0.021
2022-02-13 16:00:00+00:00,0.0,0.0
2022-02-13 17:00:00+00:00,0.0,0.0
2022-02-13 18:00:00+00:00,0.0,0.0
2022-02-13 19:00:00+00:00,0.0,0.0067
2022-02-13 20:00:00+00:00,0.0,0.0071
2022-02-13 21:00:00+00:00,0.0,0.0
2022-02-13 22:00:00+00:00,0.0,0.0
2022-02-13 23:00:00+00:00,0.0,0.0
2022-02-14 00:00:00+00:00,0.0,0.0
2022-02-14 01:00:00+00:00,0.0,0.0
2022-02-14 02:00:00+00:00,0.0,0.0
2022-02-14 03:00:00+00:00,0.0,0.0
2022-02-14 04:00:00+00:00,0.0,0.0
2022-02-14 05:00:00+00:00,0.0,0.0
2022-02-14 06:00:00+00:00,0.0,0.0
2022-02-14 07:00:00+00:00,0.0,0.0
2022-02-14 08:00:00+00:00,0.0,0.0
2022-02-14 09:00:00+00:00,0.0,0.0
2022-02-14 10:00:00+00:00,0.0,0.0
2022-02-14 11:00:00+00:00,0.0,0.0
2022-02-14 12:00:00+00:00,0.0,0.0
2022-02-14 13:00:00+00:00,0.0,0.0
2022-02-14 14:00:00+00:00,0.0,0.0
2022-02-14 15:00:00+00:00,0.0,0.0
2022-02-14 16:00:00+00:00,0.0,0.0
2022-02-14 17:00:00+00:00,0.0,0.0
2022-02-14 18:00:00+00:00,0.0,0.0
2022-02-14 19:00:00+00:00,0.0,0.0
2022-02-14 20:00:00+00:00,0.0,0.0
2022-02-14 21:00:00+00:00,0.0,0.0
2022-02-14 22:00:00+00:00,0.0,0.0
2022-02-14 23:00:00+00:00,0.0,0.0
2022-02-15 00:00:00+00:00,0.0,0.0
2022-02-15 01:00:00+00:00,0.0,0.0
2022-02-15 02:00:00+00:00,0.0,0.0
2022-02-15 03:00:00+00:00,0.0,0.0
2022-02-15 04:00:00+00:00,0.0,0.0
2022-02-15 05:00:00+00:00,0.0,0.0
2022-02-15 06:00:00+00:00,0.0,0.0
2022-02-15 07:00:00+00:00,0.0,0.0
2022-02-15 08:00:00+00:00,0.0,0.0
2022-02-15 09:00:00+00:00,0.0,0.0
2022-02-15 10:00:00+00:00,0.0,0.0
2022-02-15 11:00:00+00:00,0.032,0.18
2022-02-15 12:00:00+00:00,2.9,5.5
2022-02-15 13:00:00+00:00,0.13,1.1
2022-02-15 14:00:00+00:00,0.0,0.014
2022-02-15 15:00:00+00:00,0.0,0.0087
2022-02-15 16:00:00+00:00,0.0,0.0
2022-02-15 17:00:00+00:00,0.0,0.018
2022-02-15 18:00:00+00:00,0.0,0.0059
2022-02-15 19:00:00+00:00,0.0,0.033
2022-02-15 20:00:00+00:00,0.0,0.052
2022-02-15 21:00:00+00:00,0.0,0.073
2022-02-15 22:00:00+00:00,0.0,0.17
2022-02-15 23:00:00+00:00,0.05,0.45
2022-03-10 09:00:00+00:00,5.3,11.0
2022-03-10 10:00:00+00:00,2.9,5.7
2022-03-10 11:00:00+00:00,2.5,5.3
2022-03-10 12:00:00+00:00,2.0,4.4
2022-03-10 13:00:00+00:00,0.2,1.4
2022-03-10 14:00:00+00:00,0.0,0.13
2022-03-10 15:00:00+00:00,0.0,0.022
2022-03-10 16:00:00+00:00,0.0059,0.1
2022-03-10 17:00:00+00:00,0.51,1.8
2022-03-10 18:00:00+00:00,3.1,6.4
2022-03-10 19:00:00+00:00,6.2,13.0
2022-03-10 20:00:00+00:00,8.4,17.0
2022-03-10 21:00:00+00:00,14.0,22.0
2022-03-10 22:00:00+00:00,13.0,21.0
2022-03-10 23:00:00+00:00,15.0,23.0
2022-03-11 00:00:00+00:00,18.0,28.0
2022-03-11 01:00:00+00:00,19.0,30.0
2022-03-11 02:00:00+00:00,20.0,32.0
2022-03-11 03:00:00+00:00,21.0,33.0
2022-03-11 04:00:00+00:00,21.0,34.0
2022-03-11 05:00:00+00:00,20.0,32.0
2022-03-11 06:00:00+00:00,19.0,31.0
2022-03-11 07:00:00+00:00,19.0,31.0
2022-03-11 08:00:00+00:00,20.0,32.0
2022-03-11 09:00:00+00:00,20.0,31.0
2022-03-11 10:00:00+00:00,18.0,28.0
2022-03-11 11:00:00+00:00,15.0,24.0
2022-03-11 12:00:00+00:00,15.0,24.0
2022-03-11 13:00:00+00:00,13.0,23.0
2022-03-11 14:00:00+00:00,7.2,16.0
2022-03-11 15:00:00+00:00,5.8,13.0
2022-03-11 16:00:00+00:00,8.8,18.0
2022-03-11 17:00:00+00:00,8.7,17.0
2022-03-11 18:00:00+00:00,6.7,14.0
2022-03-11 19:00:00+00:00,6.7,15.0
2022-03-11 20:00:00+00:00,0.027,0.41
2022-03-11 21:00:00+00:00,0.59,2.1
